"ray/tune/custom_metrics/real_step_max","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: s - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/energy_cost_mean__MAX"
"17213","","","","","","","","","","","","","245","245","245","61.19940948486328","61.19940948486328","61.19940948486328"
"17228","","","","","","","223","223","223","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"17235","266","266","266","62.21200942993164","62.21200942993164","62.21200942993164","","","","","","","","","","","",""
"17250","","","","","","","222","222","222","65.22261810302734","65.22261810302734","65.22261810302734","","","","","",""
"17254","275","275","275","71.00874328613281","71.00874328613281","71.00874328613281","","","","","","","","","","","",""
"17268","276","276","276","62.011329650878906","62.011329650878906","62.011329650878906","","","","","","","","","","","",""
"17270","","","","","","","222","222","222","60.659088134765625","60.659088134765625","60.659088134765625","","","","","",""
"17277","","","","","","","223","223","223","60.65568161010742","60.65568161010742","60.65568161010742","245","245","245","61.82687759399414","61.82687759399414","61.82687759399414"
"17278","268","268","268","61.56595230102539","61.56595230102539","61.56595230102539","","","","","","","","","","","",""
"17283","274","274","274","61.600555419921875","61.600555419921875","61.600555419921875","","","","","","","248","248","248","61.71283721923828","61.71283721923828","61.71283721923828"
"17288","","","","","","","223","223","223","60.92879867553711","60.92879867553711","60.92879867553711","","","","","",""
"17301","","","","","","","","","","","","","245","245","245","61.14966583251953","61.14966583251953","61.14966583251953"
"17307","","","","","","","","","","","","","245","245","245","60.8596076965332","60.8596076965332","60.8596076965332"
"17311","","","","","","","","","","","","","246","246","246","61.157779693603516","61.157779693603516","61.157779693603516"
"17321","267","267","267","61.98386001586914","61.98386001586914","61.98386001586914","","","","","","","","","","","",""
"17328","276","276","276","68.43572235107422","68.43572235107422","68.43572235107422","224","224","224","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"17349","","","","","","","223","223","223","64.97794342041016","64.97794342041016","64.97794342041016","","","","","",""
"17358","277","277","277","61.26972198486328","61.26972198486328","61.26972198486328","","","","","","","","","","","",""
"17369","275","275","275","61.92009735107422","61.92009735107422","61.92009735107422","223","223","223","60.97205352783203","60.97205352783203","60.97205352783203","","","","","",""
"17370","269","269","269","61.32526397705078","61.32526397705078","61.32526397705078","","","","","","","246","246","246","64.65373229980469","64.65373229980469","64.65373229980469"
"17376","","","","","","","224","224","224","60.86092758178711","60.86092758178711","60.86092758178711","","","","","",""
"17378","","","","","","","","","","","","","249","249","249","62.28087615966797","62.28087615966797","62.28087615966797"
"17388","","","","","","","224","224","224","60.69062042236328","60.69062042236328","60.69062042236328","","","","","",""
"17398","","","","","","","","","","","","","246","246","246","61.167388916015625","61.167388916015625","61.167388916015625"
"17402","","","","","","","","","","","","","246","246","246","61.53572082519531","61.53572082519531","61.53572082519531"
"17403","277","277","277","68.35589599609375","68.35589599609375","68.35589599609375","","","","","","","","","","","",""
"17406","268","268","268","62.32852554321289","62.32852554321289","62.32852554321289","","","","","","","","","","","",""
"17407","","","","","","","","","","","","","247","247","247","61.31608581542969","61.31608581542969","61.31608581542969"
"17428","","","","","","","225","225","225","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"17444","278","278","278","61.85916519165039","61.85916519165039","61.85916519165039","","","","","","","","","","","",""
"17449","","","","","","","224","224","224","61.458099365234375","61.458099365234375","61.458099365234375","","","","","",""
"17451","","","","","","","","","","","","","247","247","247","68.51728057861328","68.51728057861328","68.51728057861328"
"17456","276","276","276","61.89919662475586","61.89919662475586","61.89919662475586","","","","","","","","","","","",""
"17458","270","270","270","61.836124420166016","61.836124420166016","61.836124420166016","","","","","","","","","","","",""
"17467","278","278","278","70.7759780883789","70.7759780883789","70.7759780883789","","","","","","","","","","","",""
"17468","","","","","","","224","224","224","60.921939849853516","60.921939849853516","60.921939849853516","","","","","",""
"17474","","","","","","","","","","","","","250","250","250","62.09709930419922","62.09709930419922","62.09709930419922"
"17476","","","","","","","225","225","225","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"17487","","","","","","","225","225","225","60.87014389038086","60.87014389038086","60.87014389038086","","","","","",""
"17492","269","269","269","62.02465057373047","62.02465057373047","62.02465057373047","","","","","","","","","","","",""
"17496","","","","","","","","","","","","","247","247","247","60.969886779785156","60.969886779785156","60.969886779785156"
"17499","","","","","","","","","","","","","247","247","247","61.17564010620117","61.17564010620117","61.17564010620117"
"17504","","","","","","","","","","","","","248","248","248","61.21482849121094","61.21482849121094","61.21482849121094"
"17527","","","","","","","226","226","226","60.9003791809082","60.9003791809082","60.9003791809082","","","","","",""
"17532","279","279","279","62.076255798339844","62.076255798339844","62.076255798339844","","","","","","","","","","","",""
"17539","","","","","","","","","","","","","248","248","248","67.1690673828125","67.1690673828125","67.1690673828125"
"17543","277","277","277","62.34112548828125","62.34112548828125","62.34112548828125","","","","","","","","","","","",""
"17544","279","279","279","67.1292495727539","67.1292495727539","67.1292495727539","","","","","","","","","","","",""
"17546","271","271","271","61.32740783691406","61.32740783691406","61.32740783691406","","","","","","","","","","","",""
"17549","","","","","","","225","225","225","60.83656311035156","60.83656311035156","60.83656311035156","","","","","",""
"17568","","","","","","","225","225","225","61.016197204589844","61.016197204589844","61.016197204589844","","","","","",""
"17571","","","","","","","","","","","","","251","251","251","61.96534729003906","61.96534729003906","61.96534729003906"
"17576","270","270","270","62.479209899902344","62.479209899902344","62.479209899902344","226","226","226","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"17586","","","","","","","226","226","226","61.09904861450195","61.09904861450195","61.09904861450195","","","","","",""
"17594","","","","","","","","","","","","","248","248","248","60.99042892456055","60.99042892456055","60.99042892456055"
"17596","","","","","","","","","","","","","248","248","248","61.24641418457031","61.24641418457031","61.24641418457031"
"17602","","","","","","","","","","","","","249","249","249","61.035526275634766","61.035526275634766","61.035526275634766"
"17615","280","280","280","62.30498123168945","62.30498123168945","62.30498123168945","","","","","","","","","","","",""
"17621","280","280","280","67.45841979980469","67.45841979980469","67.45841979980469","","","","","","","","","","","",""
"17624","","","","","","","","","","","","","249","249","249","67.69728088378906","67.69728088378906","67.69728088378906"
"17627","","","","","","","227","227","227","60.66248321533203","60.66248321533203","60.66248321533203","","","","","",""
"17628","278","278","278","62.239627838134766","62.239627838134766","62.239627838134766","","","","","","","","","","","",""
"17631","272","272","272","61.89838409423828","61.89838409423828","61.89838409423828","","","","","","","","","","","",""
"17649","","","","","","","226","226","226","60.8711051940918","60.8711051940918","60.8711051940918","","","","","",""
"17663","271","271","271","62.29417037963867","62.29417037963867","62.29417037963867","","","","","","","","","","","",""
"17668","","","","","","","226","226","226","60.759761810302734","60.759761810302734","60.759761810302734","","","","","",""
"17669","","","","","","","","","","","","","252","252","252","61.7852783203125","61.7852783203125","61.7852783203125"
"17675","","","","","","","227","227","227","60.79121017456055","60.79121017456055","60.79121017456055","","","","","",""
"17686","","","","","","","227","227","227","60.746826171875","60.746826171875","60.746826171875","","","","","",""
"17688","","","","","","","","","","","","","249","249","249","61.83049011230469","61.83049011230469","61.83049011230469"
"17693","","","","","","","","","","","","","249","249","249","61.2373046875","61.2373046875","61.2373046875"
"17694","281","281","281","69.8944320678711","69.8944320678711","69.8944320678711","","","","","","","","","","","",""
"17701","","","","","","","","","","","","","250","250","250","60.81270980834961","60.81270980834961","60.81270980834961"
"17707","281","281","281","61.76332473754883","61.76332473754883","61.76332473754883","","","","","","","","","","","",""
"17709","","","","","","","","","","","","","250","250","250","68.13713073730469","68.13713073730469","68.13713073730469"
"17715","279","279","279","61.804481506347656","61.804481506347656","61.804481506347656","","","","","","","","","","","",""
"17717","273","273","273","62.09824752807617","62.09824752807617","62.09824752807617","","","","","","","","","","","",""
"17727","","","","","","","228","228","228","60.800716400146484","60.800716400146484","60.800716400146484","","","","","",""
"17749","","","","","","","227","227","227","60.88325500488281","60.88325500488281","60.88325500488281","","","","","",""
"17754","272","272","272","61.31624984741211","61.31624984741211","61.31624984741211","","","","","","","","","","","",""
"17764","","","","","","","","","","","","","253","253","253","62.610923767089844","62.610923767089844","62.610923767089844"
"17765","282","282","282","70.00975799560547","70.00975799560547","70.00975799560547","","","","","","","","","","","",""
"17768","","","","","","","227","227","227","60.651607513427734","60.651607513427734","60.651607513427734","","","","","",""
"17774","","","","","","","228","228","228","61.05282974243164","61.05282974243164","61.05282974243164","","","","","",""
"17785","","","","","","","","","","","","","250","250","250","61.16455078125","61.16455078125","61.16455078125"
"17786","","","","","","","228","228","228","60.82093811035156","60.82093811035156","60.82093811035156","","","","","",""
"17789","282","282","282","62.364173889160156","62.364173889160156","62.364173889160156","","","","","","","","","","","",""
"17792","","","","","","","","","","","","","250","250","250","60.908363342285156","60.908363342285156","60.908363342285156"
"17796","","","","","","","","","","","","","251","251","251","69.3076400756836","69.3076400756836","69.3076400756836"
"17797","","","","","","","","","","","","","251","251","251","61.337913513183594","61.337913513183594","61.337913513183594"
"17801","280","280","280","62.025943756103516","62.025943756103516","62.025943756103516","","","","","","","","","","","",""
"17810","274","274","274","61.143890380859375","61.143890380859375","61.143890380859375","","","","","","","","","","","",""
"17827","","","","","","","229","229","229","60.649009704589844","60.649009704589844","60.649009704589844","","","","","",""
"17839","273","273","273","62.40654754638672","62.40654754638672","62.40654754638672","","","","","","","","","","","",""
"17842","283","283","283","67.52384185791016","67.52384185791016","67.52384185791016","","","","","","","","","","","",""
"17848","","","","","","","228","228","228","61.01095962524414","61.01095962524414","61.01095962524414","","","","","",""
"17861","","","","","","","","","","","","","254","254","254","61.87654113769531","61.87654113769531","61.87654113769531"
"17868","","","","","","","228","228","228","60.801231384277344","60.801231384277344","60.801231384277344","","","","","",""
"17874","","","","","","","229","229","229","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"17875","","","","","","","","","","","","","252","252","252","71.28699493408203","71.28699493408203","71.28699493408203"
"17879","283","283","283","62.087337493896484","62.087337493896484","62.087337493896484","","","","","","","","","","","",""
"17883","","","","","","","","","","","","","251","251","251","60.98295974731445","60.98295974731445","60.98295974731445"
"17886","","","","","","","229","229","229","60.671268463134766","60.671268463134766","60.671268463134766","","","","","",""
"17887","281","281","281","62.23616409301758","62.23616409301758","62.23616409301758","","","","","","","","","","","",""
"17892","","","","","","","","","","","","","251.5","251","252","61.08539009094238","60.672096252441406","61.49868392944336"
"17893","275","275","275","61.75986099243164","61.75986099243164","61.75986099243164","","","","","","","","","","","",""
"17924","279","274","284","64.48128509521484","61.833831787109375","67.12873840332031","","","","","","","","","","","",""
"17927","","","","","","","230","230","230","60.72600173950195","60.72600173950195","60.72600173950195","","","","","",""
"17932","","","","","","","","","","","","","253","253","253","75.71278381347656","75.71278381347656","75.71278381347656"
"17948","","","","","","","229","229","229","60.798580169677734","60.798580169677734","60.798580169677734","","","","","",""
"17959","","","","","","","","","","","","","255","255","255","61.674739837646484","61.674739837646484","61.674739837646484"
"17963","284","284","284","62.42080307006836","62.42080307006836","62.42080307006836","","","","","","","","","","","",""
"17968","","","","","","","229","229","229","60.65500259399414","60.65500259399414","60.65500259399414","","","","","",""
"17970","282","282","282","62.26441955566406","62.26441955566406","62.26441955566406","","","","","","","","","","","",""
"17974","","","","","","","230","230","230","60.65500259399414","60.65500259399414","60.65500259399414","","","","","",""
"17982","","","","","","","","","","","","","252","252","252","60.83280944824219","60.83280944824219","60.83280944824219"
"17986","276","276","276","61.46687698364258","61.46687698364258","61.46687698364258","230","230","230","60.66248321533203","60.66248321533203","60.66248321533203","","","","","",""
"17990","","","","","","","","","","","","","252.5","252","253","61.03816604614258","61.03667449951172","61.03965759277344"
"17995","285","285","285","70.56485748291016","70.56485748291016","70.56485748291016","","","","","","","","","","","",""
"18004","","","","","","","","","","","","","254","254","254","73.44257354736328","73.44257354736328","73.44257354736328"
"18012","275","275","275","61.45402526855469","61.45402526855469","61.45402526855469","","","","","","","","","","","",""
"18027","","","","","","","231","231","231","60.68845748901367","60.68845748901367","60.68845748901367","","","","","",""
"18046","285","285","285","62.3205451965332","62.3205451965332","62.3205451965332","230","230","230","61.239200592041016","61.239200592041016","61.239200592041016","","","","","",""
"18048","286","286","286","72.18888854980469","72.18888854980469","72.18888854980469","","","","","","","","","","","",""
"18059","283","283","283","61.76567459106445","61.76567459106445","61.76567459106445","","","","","","","256","256","256","61.33634948730469","61.33634948730469","61.33634948730469"
"18068","","","","","","","230","230","230","60.72938537597656","60.72938537597656","60.72938537597656","","","","","",""
"18074","","","","","","","231","231","231","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"18076","","","","","","","","","","","","","255","255","255","73.78919219970703","73.78919219970703","73.78919219970703"
"18077","277","277","277","61.21339416503906","61.21339416503906","61.21339416503906","","","","","","","","","","","",""
"18079","","","","","","","","","","","","","253","253","253","61.11421585083008","61.11421585083008","61.11421585083008"
"18085","","","","","","","231","231","231","60.94263458251953","60.94263458251953","60.94263458251953","","","","","",""
"18088","","","","","","","","","","","","","253.5","253","254","61.11971092224121","61.1165885925293","61.122833251953125"
"18099","276","276","276","62.110294342041016","62.110294342041016","62.110294342041016","","","","","","","","","","","",""
"18116","287","287","287","71.65616607666016","71.65616607666016","71.65616607666016","","","","","","","","","","","",""
"18127","","","","","","","232","232","232","60.7047233581543","60.7047233581543","60.7047233581543","","","","","",""
"18129","286","286","286","62.28538131713867","62.28538131713867","62.28538131713867","","","","","","","","","","","",""
"18146","","","","","","","231","231","231","60.84403610229492","60.84403610229492","60.84403610229492","","","","","",""
"18147","284","284","284","61.73810958862305","61.73810958862305","61.73810958862305","","","","","","","","","","","",""
"18157","","","","","","","","","","","","","257","257","257","61.664283752441406","61.664283752441406","61.664283752441406"
"18160","","","","","","","","","","","","","256","256","256","71.09151458740234","71.09151458740234","71.09151458740234"
"18163","278","278","278","62.220001220703125","62.220001220703125","62.220001220703125","","","","","","","","","","","",""
"18168","","","","","","","231","231","231","60.84309768676758","60.84309768676758","60.84309768676758","","","","","",""
"18174","","","","","","","232","232","232","60.61555480957031","60.61555480957031","60.61555480957031","254","254","254","61.54863739013672","61.54863739013672","61.54863739013672"
"18184","277","277","277","62.294071197509766","62.294071197509766","62.294071197509766","232","232","232","60.82279586791992","60.82279586791992","60.82279586791992","255","255","255","61.48413848876953","61.48413848876953","61.48413848876953"
"18187","288","288","288","71.13565826416016","71.13565826416016","71.13565826416016","","","","","","","254","254","254","60.78875732421875","60.78875732421875","60.78875732421875"
"18218","287","287","287","61.656883239746094","61.656883239746094","61.656883239746094","","","","","","","","","","","",""
"18227","","","","","","","233","233","233","60.65240478515625","60.65240478515625","60.65240478515625","","","","","",""
"18237","285","285","285","62.173194885253906","62.173194885253906","62.173194885253906","","","","","","","","","","","",""
"18245","","","","","","","232","232","232","60.95751190185547","60.95751190185547","60.95751190185547","","","","","",""
"18250","279","279","279","61.54187774658203","61.54187774658203","61.54187774658203","","","","","","","","","","","",""
"18251","","","","","","","","","","","","","257","257","257","66.19808197021484","66.19808197021484","66.19808197021484"
"18254","","","","","","","","","","","","","258","258","258","61.931007385253906","61.931007385253906","61.931007385253906"
"18263","289","289","289","67.961669921875","67.961669921875","67.961669921875","","","","","","","","","","","",""
"18266","","","","","","","","","","","","","255","255","255","62.09389877319336","62.09389877319336","62.09389877319336"
"18267","","","","","","","232","232","232","60.89078903198242","60.89078903198242","60.89078903198242","","","","","",""
"18273","278","278","278","61.78128433227539","61.78128433227539","61.78128433227539","","","","","","","","","","","",""
"18274","","","","","","","233","233","233","60.72097396850586","60.72097396850586","60.72097396850586","","","","","",""
"18282","","","","","","","","","","","","","256","256","256","60.9576530456543","60.9576530456543","60.9576530456543"
"18284","","","","","","","233","233","233","60.732662200927734","60.732662200927734","60.732662200927734","","","","","",""
"18286","","","","","","","","","","","","","255","255","255","60.76490783691406","60.76490783691406","60.76490783691406"
"18308","288","288","288","61.663612365722656","61.663612365722656","61.663612365722656","","","","","","","","","","","",""
"18326","286","286","286","61.72298049926758","61.72298049926758","61.72298049926758","","","","","","","","","","","",""
"18327","","","","","","","234","234","234","60.728641510009766","60.728641510009766","60.728641510009766","","","","","",""
"18340","290","290","290","65.94786071777344","65.94786071777344","65.94786071777344","","","","","","","","","","","",""
"18342","280","280","280","61.2906494140625","61.2906494140625","61.2906494140625","","","","","","","258","258","258","65.97992706298828","65.97992706298828","65.97992706298828"
"18345","","","","","","","233","233","233","60.66313934326172","60.66313934326172","60.66313934326172","","","","","",""
"18350","","","","","","","","","","","","","259","259","259","62.013492584228516","62.013492584228516","62.013492584228516"
"18358","279","279","279","62.07833480834961","62.07833480834961","62.07833480834961","","","","","","","","","","","",""
"18365","","","","","","","","","","","","","256","256","256","60.94882583618164","60.94882583618164","60.94882583618164"
"18367","","","","","","","233","233","233","60.75233459472656","60.75233459472656","60.75233459472656","","","","","",""
"18372","","","","","","","234","234","234","61.01810836791992","61.01810836791992","61.01810836791992","","","","","",""
"18380","","","","","","","","","","","","","257","257","257","60.959835052490234","60.959835052490234","60.959835052490234"
"18382","","","","","","","234","234","234","61.070777893066406","61.070777893066406","61.070777893066406","","","","","",""
"18383","","","","","","","","","","","","","256","256","256","61.30353546142578","61.30353546142578","61.30353546142578"
"18395","289","289","289","61.70127487182617","61.70127487182617","61.70127487182617","","","","","","","","","","","",""
"18416","287","287","287","61.561279296875","61.561279296875","61.561279296875","","","","","","","","","","","",""
"18421","291","291","291","66.18141174316406","66.18141174316406","66.18141174316406","","","","","","","","","","","",""
"18426","","","","","","","235","235","235","60.94213104248047","60.94213104248047","60.94213104248047","","","","","",""
"18432","281","281","281","61.491737365722656","61.491737365722656","61.491737365722656","","","","","","","","","","","",""
"18434","","","","","","","","","","","","","259","259","259","66.5086669921875","66.5086669921875","66.5086669921875"
"18444","","","","","","","234","234","234","60.97331237792969","60.97331237792969","60.97331237792969","","","","","",""
"18445","280","280","280","61.99822235107422","61.99822235107422","61.99822235107422","","","","","","","","","","","",""
"18446","","","","","","","","","","","","","260","260","260","62.11714553833008","62.11714553833008","62.11714553833008"
"18459","","","","","","","","","","","","","257","257","257","61.743438720703125","61.743438720703125","61.743438720703125"
"18467","","","","","","","234","234","234","60.69062042236328","60.69062042236328","60.69062042236328","","","","","",""
"18472","","","","","","","235","235","235","60.66248321533203","60.66248321533203","60.66248321533203","","","","","",""
"18478","","","","","","","","","","","","","258","258","258","60.99234390258789","60.99234390258789","60.99234390258789"
"18481","","","","","","","235","235","235","60.96647262573242","60.96647262573242","60.96647262573242","","","","","",""
"18483","","","","","","","","","","","","","257","257","257","60.649009704589844","60.649009704589844","60.649009704589844"
"18485","290","290","290","61.60768127441406","61.60768127441406","61.60768127441406","","","","","","","","","","","",""
"18500","292","292","292","66.43721771240234","66.43721771240234","66.43721771240234","","","","","","","","","","","",""
"18507","288","288","288","61.550392150878906","61.550392150878906","61.550392150878906","","","","","","","","","","","",""
"18520","282","282","282","61.63515090942383","61.63515090942383","61.63515090942383","","","","","","","","","","","",""
"18523","","","","","","","236","236","236","61.27399444580078","61.27399444580078","61.27399444580078","260","260","260","68.3430404663086","68.3430404663086","68.3430404663086"
"18529","281","281","281","62.3764533996582","62.3764533996582","62.3764533996582","","","","","","","","","","","",""
"18541","","","","","","","","","","","","","261","261","261","62.27911376953125","62.27911376953125","62.27911376953125"
"18544","","","","","","","235","235","235","60.69999313354492","60.69999313354492","60.69999313354492","","","","","",""
"18556","","","","","","","","","","","","","258","258","258","61.173988342285156","61.173988342285156","61.173988342285156"
"18567","","","","","","","235","235","235","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"18568","291","291","291","62.238311767578125","62.238311767578125","62.238311767578125","","","","","","","","","","","",""
"18572","293","293","293","68.79035186767578","68.79035186767578","68.79035186767578","236","236","236","60.651607513427734","60.651607513427734","60.651607513427734","","","","","",""
"18577","","","","","","","","","","","","","259","259","259","60.773685455322266","60.773685455322266","60.773685455322266"
"18579","","","","","","","236","236","236","61.12542724609375","61.12542724609375","61.12542724609375","","","","","",""
"18580","","","","","","","","","","","","","258","258","258","61.25532150268555","61.25532150268555","61.25532150268555"
"18597","283","283","283","62.52467727661133","62.52467727661133","62.52467727661133","","","","","","","","","","","",""
"18598","289","289","289","61.60068893432617","61.60068893432617","61.60068893432617","","","","","","","","","","","",""
"18612","","","","","","","","","","","","","261","261","261","67.71540069580078","67.71540069580078","67.71540069580078"
"18621","282","282","282","61.41569900512695","61.41569900512695","61.41569900512695","","","","","","","","","","","",""
"18622","","","","","","","237","237","237","60.90330123901367","60.90330123901367","60.90330123901367","","","","","",""
"18638","","","","","","","","","","","","","262","262","262","61.877010345458984","61.877010345458984","61.877010345458984"
"18642","294","294","294","68.75108337402344","68.75108337402344","68.75108337402344","","","","","","","","","","","",""
"18644","","","","","","","236","236","236","60.66313934326172","60.66313934326172","60.66313934326172","","","","","",""
"18652","","","","","","","","","","","","","259","259","259","61.293331146240234","61.293331146240234","61.293331146240234"
"18654","292","292","292","62.07445526123047","62.07445526123047","62.07445526123047","","","","","","","","","","","",""
"18666","","","","","","","236","236","236","60.83883285522461","60.83883285522461","60.83883285522461","","","","","",""
"18669","","","","","","","237","237","237","61.436317443847656","61.436317443847656","61.436317443847656","","","","","",""
"18675","","","","","","","","","","","","","260","260","260","60.92556381225586","60.92556381225586","60.92556381225586"
"18676","","","","","","","237","237","237","61.2996826171875","61.2996826171875","61.2996826171875","","","","","",""
"18678","","","","","","","","","","","","","259","259","259","60.96780776977539","60.96780776977539","60.96780776977539"
"18686","290","290","290","61.598899841308594","61.598899841308594","61.598899841308594","","","","","","","","","","","",""
"18687","284","284","284","61.79235076904297","61.79235076904297","61.79235076904297","","","","","","","","","","","",""
"18706","","","","","","","","","","","","","262","262","262","65.72769927978516","65.72769927978516","65.72769927978516"
"18710","283","283","283","61.44158172607422","61.44158172607422","61.44158172607422","","","","","","","","","","","",""
"18711","295","295","295","68.86343383789062","68.86343383789062","68.86343383789062","","","","","","","","","","","",""
"18722","","","","","","","238","238","238","60.68246841430664","60.68246841430664","60.68246841430664","","","","","",""
"18735","","","","","","","","","","","","","263","263","263","61.95832824707031","61.95832824707031","61.95832824707031"
"18743","","","","","","","237","237","237","60.89988708496094","60.89988708496094","60.89988708496094","","","","","",""
"18747","293","293","293","61.40055465698242","61.40055465698242","61.40055465698242","","","","","","","","","","","",""
"18750","","","","","","","","","","","","","260","260","260","61.068416595458984","61.068416595458984","61.068416595458984"
"18766","","","","","","","237","237","237","60.61555480957031","60.61555480957031","60.61555480957031","","","","","",""
"18769","","","","","","","238","238","238","60.784912109375","60.784912109375","60.784912109375","","","","","",""
"18772","","","","","","","","","","","","","261","261","261","61.1102294921875","61.1102294921875","61.1102294921875"
"18775","","","","","","","238","238","238","60.81071853637695","60.81071853637695","60.81071853637695","","","","","",""
"18776","291","291","291","61.61834716796875","61.61834716796875","61.61834716796875","","","","","","","","","","","",""
"18777","","","","","","","","","","","","","260","260","260","60.894596099853516","60.894596099853516","60.894596099853516"
"18778","285","285","285","61.683982849121094","61.683982849121094","61.683982849121094","","","","","","","","","","","",""
"18787","296","296","296","69.03427124023438","69.03427124023438","69.03427124023438","","","","","","","","","","","",""
"18798","","","","","","","","","","","","","263","263","263","65.25534057617188","65.25534057617188","65.25534057617188"
"18801","284","284","284","61.83757019042969","61.83757019042969","61.83757019042969","","","","","","","","","","","",""
"18820","","","","","","","239","239","239","61.098777770996094","61.098777770996094","61.098777770996094","","","","","",""
"18830","294","294","294","62.22793197631836","62.22793197631836","62.22793197631836","","","","","","","","","","","",""
"18832","","","","","","","","","","","","","264","264","264","61.84619140625","61.84619140625","61.84619140625"
"18843","","","","","","","238","238","238","60.703269958496094","60.703269958496094","60.703269958496094","","","","","",""
"18844","297","297","297","73.6570053100586","73.6570053100586","73.6570053100586","","","","","","","","","","","",""
"18848","","","","","","","","","","","","","261","261","261","60.99269104003906","60.99269104003906","60.99269104003906"
"18861","286","286","286","61.46029281616211","61.46029281616211","61.46029281616211","","","","","","","","","","","",""
"18866","292","292","292","61.81703567504883","61.81703567504883","61.81703567504883","238","238","238","60.67194747924805","60.67194747924805","60.67194747924805","","","","","",""
"18868","","","","","","","239","239","239","60.85129165649414","60.85129165649414","60.85129165649414","","","","","",""
"18872","","","","","","","","","","","","","262","262","262","60.61555480957031","60.61555480957031","60.61555480957031"
"18874","","","","","","","","","","","","","261","261","261","61.23789596557617","61.23789596557617","61.23789596557617"
"18875","","","","","","","239","239","239","60.67617416381836","60.67617416381836","60.67617416381836","","","","","",""
"18881","","","","","","","","","","","","","264","264","264","68.44619750976562","68.44619750976562","68.44619750976562"
"18892","291.5","285","298","69.61393928527832","61.51730728149414","77.7105712890625","","","","","","","","","","","",""
"18918","295","295","295","61.81656265258789","61.81656265258789","61.81656265258789","","","","","","","","","","","",""
"18919","","","","","","","240","240","240","60.85154724121094","60.85154724121094","60.85154724121094","","","","","",""
"18930","","","","","","","","","","","","","265","265","265","61.67495346069336","61.67495346069336","61.67495346069336"
"18943","","","","","","","239","239","239","60.69919204711914","60.69919204711914","60.69919204711914","262","262","262","61.490413665771484","61.490413665771484","61.490413665771484"
"18951","287","287","287","61.50596618652344","61.50596618652344","61.50596618652344","","","","","","","","","","","",""
"18952","293","293","293","61.84538269042969","61.84538269042969","61.84538269042969","","","","","","","","","","","",""
"18955","299","299","299","72.4200439453125","72.4200439453125","72.4200439453125","","","","","","","","","","","",""
"18964","","","","","","","239","239","239","61.11440658569336","61.11440658569336","61.11440658569336","","","","","",""
"18965","","","","","","","","","","","","","265","265","265","68.71257781982422","68.71257781982422","68.71257781982422"
"18968","","","","","","","240","240","240","60.70732116699219","60.70732116699219","60.70732116699219","263","263","263","61.38803482055664","61.38803482055664","61.38803482055664"
"18972","","","","","","","","","","","","","262","262","262","61.001220703125","61.001220703125","61.001220703125"
"18974","","","","","","","240","240","240","60.796607971191406","60.796607971191406","60.796607971191406","","","","","",""
"18983","286","286","286","61.658077239990234","61.658077239990234","61.658077239990234","","","","","","","","","","","",""
"19000","296","296","296","61.54681396484375","61.54681396484375","61.54681396484375","","","","","","","","","","","",""
"19019","","","","","","","241","241","241","60.66787338256836","60.66787338256836","60.66787338256836","","","","","",""
"19025","","","","","","","","","","","","","266","266","266","62.20346450805664","62.20346450805664","62.20346450805664"
"19034","294","294","294","61.82381057739258","61.82381057739258","61.82381057739258","","","","","","","","","","","",""
"19040","","","","","","","","","","","","","263","263","263","61.36916732788086","61.36916732788086","61.36916732788086"
"19041","288","288","288","61.869544982910156","61.869544982910156","61.869544982910156","240","240","240","61.10047912597656","61.10047912597656","61.10047912597656","","","","","",""
"19059","","","","","","","","","","","","","266","266","266","62.50189208984375","62.50189208984375","62.50189208984375"
"19063","","","","","","","240","240","240","60.81501770019531","60.81501770019531","60.81501770019531","","","","","",""
"19064","287","287","287","62.21827697753906","62.21827697753906","62.21827697753906","","","","","","","","","","","",""
"19068","","","","","","","241","241","241","60.61555480957031","60.61555480957031","60.61555480957031","264","264","264","60.713706970214844","60.713706970214844","60.713706970214844"
"19072","","","","","","","","","","","","","263","263","263","60.61555480957031","60.61555480957031","60.61555480957031"
